"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/18/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/19/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/20/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/21/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/22/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","18","75.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/23/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/24/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/25/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/26/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/27/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/28/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/29/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/30/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"05/31/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/01/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/02/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","20","83.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/04/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","14","58.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/05/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","11","46.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/06/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/07/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/08/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","17","71.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/11/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","15","63.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/12/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","22","92.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/13/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","9","38.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/14/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/15/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","15","63.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/16/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","20","83.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/17/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/18/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/19/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","18","75.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/20/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","17","71.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/21/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/22/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/23/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/24/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/25/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/26/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/27/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/28/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/29/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"06/30/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","18","75.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/01/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/02/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/03/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","18","75.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/04/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/05/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/06/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/07/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/08/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/09/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/10/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/11/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/12/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/13/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/14/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/15/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/16/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/17/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","18","75.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/18/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/19/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/20/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/21/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/22/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/23/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/24/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/25/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/26/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/27/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/28/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/29/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/30/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"07/31/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","18","75.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/01/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/02/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","21","88.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/03/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/04/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/05/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/06/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/07/2018","AQS","170191001","1","0.1","ppm","1","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/08/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/09/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/10/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/11/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/12/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/13/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/14/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","18","75.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/15/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/16/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/17/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","2","8.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/20/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","12","50.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/21/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/22/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/23/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","14","58.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/24/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","9","38.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/25/2018","AQS","170191001","1","0.3","ppm","3","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/26/2018","AQS","170191001","1","0.3","ppm","3","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/27/2018","AQS","170191001","1","0.3","ppm","3","ISWS CLIMATE STATION","24","100.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"08/28/2018","AQS","170191001","1","0.2","ppm","2","ISWS CLIMATE STATION","6","25.0000","42101","Carbon monoxide","16580","Champaign-Urbana, IL","17","Illinois","019","Champaign","40.05278","-88.37251"
"01/01/2018","AQS","170314201","1","0.5","ppm","6","NORTHBROOK WATER PLANT","19","79.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/02/2018","AQS","170314201","1","0.4","ppm","5","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/03/2018","AQS","170314201","1","0.6","ppm","7","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/04/2018","AQS","170314201","1","0.6","ppm","7","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/05/2018","AQS","170314201","1","0.7","ppm","8","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/06/2018","AQS","170314201","1","0.6","ppm","7","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/07/2018","AQS","170314201","1","0.4","ppm","5","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/08/2018","AQS","170314201","1","0.4","ppm","5","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/09/2018","AQS","170314201","1","0.5","ppm","6","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/10/2018","AQS","170314201","1","0.5","ppm","6","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/11/2018","AQS","170314201","1","0.4","ppm","5","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/12/2018","AQS","170314201","1","0.5","ppm","6","NORTHBROOK WATER PLANT","24","100.0000","42101","Carbon monoxide","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
